D	P	C	O	F	G	S	A1	A10	A11	A12	A14	A15	A16	A17	A19	A22	A23	A24	A25	A26	A28	A29	A3	A30	A31	A32	A33	A35	A37	A4	A40	A42	A43	A44	A45	A46	A49	A5	A52	A53	A54	A55	A56	A57	A61	A62	A64	A65	A66	A67	A68	A69	A7	A72	A73	A75	A76	A78	A79	A8	A81	A82	A83	A84	A86	A9	A91	A92
Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus.ferrivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0.00237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus.thiooxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium.sp..4Y35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Actinobacteria	Actinomycetia	Acidothermales	Acidothermaceae	Acidothermus	Acidothermus.cellulolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax.antarcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00254	0	0	0	0	0	0	0	0	7.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018	0	0	0	0	0.00071	0	0	0	0	0	0	0.01056	0	0	0	0	0.00059	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax.avenae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0.00033	0	0	0	0	0	0	0	0	0.00067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012	0	0.00019	0.00174	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax.carolinensis	0	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0.01091	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171	0	0	0.00511	6.00E-05	0	0	0.00109	0	0	0.00127	0	0	0	0	0	0.00501	0	0	0	0	0.00263	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax.cattleyae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax.citrulli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax.monticola	0	1.00E-04	4.00E-05	0	0	0	0	0.00508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0.00351	0	0	0.00302	0.00241	6.00E-05	0	0	0.00055	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax.radicis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00485	0	0	0	0	0	7.00E-04	0.00369	0	0	0	0	0	0.00571	0	0	0	0.00019	0.00216	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax.sp..1608163	0	0	3.00E-04	0	0.00538	0	0	0	0.00562	0.00365	0	0.00236	0	0.00288	5.00E-05	0	0.02132	8.00E-05	0	0	0.00035	0.00033	0	0	0	0	0	0	0	0	0	0.0016	0.00521	0	0	0	0.00315	0	0	0	0	0.0086	4.00E-04	0	0.00044	0.00213	0	0.00289	0.00246	0.00099	0.00622	0	0.01113	0.02658	0.03343	0.00478	6.00E-05	0	0	0.00599	2.00E-05	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax.sp..HDW3	0.00345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00083	0	0	0	0	0	0	0.00241	0	0	0	0.00041	0	0	0	0.00114	0	0	0	0.00173	0	0	0	0	0	0	0	0	0	0.0025	0.00204	0	0	0	0	0.00318	0	0	0	0	0.00056	2.00E-05	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax.sp..JMULE5	0	0	4.00E-05	0	0	0	0	0.00251	0	0	0	0	0	0	0	0	0.00237	3.00E-05	0	0	0.00013	0	0	0	0	0.00069	0	0	0	0	4.00E-04	0.00138	0.00681	0	0	0	0	0	0.00166	0	0	0	0	0	0	0.00053	0	0	0	0	0	0	0	0	0.00282	0	0	0	0	0.0011	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax.sp..KKS102	0	0	0.00021	0.00011	0.00194	0	0	0	0.00574	0.00375	0	0.00082	0	0	0	0	0.03047	7.00E-05	0	0	3.00E-04	0	0	0	0	0	0	0.01072	0	0	0.00096	0.00156	0	0	0	0	0	0.0057	0.0069	0	0.00522	0.00202	0.00017	0.00606	0.00115	0.00387	0	0.00622	0.00251	0.00313	0.00703	0.01767	0.02868	0.01341	0.05887	0	0.00024	0	0	0.01345	6.00E-05	1.00E-05
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax.sp..RAC01	0	0	4.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01489	2.00E-05	0	0	0.00015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00104	0	0.0041	0	0	0	0	0	0.00078	0	0	0	0	0	0	0.00336	0	0	0	0	0.00058	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax.sp..T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00E-05	0	0	8.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03207	0.00257	0	0	0	0.00173	0	0
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax.sp..YS12	0	0	0	6.00E-05	0.00198	0	0	0	0	0	0	0	0	0.00073	0	0	0	1.00E-05	0	0	0.00012	0.00035	0	0	0.00519	0	0	0	0	0	0.00163	0.00117	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0.0025	0	0	0	0	0	0.00349	0.00243	0	0	0	0.00059	0	0
Archaea	Candidatus.Thermoplasmatota	NA	NA	NA	Aciduliprofundum	Aciduliprofundum.boonei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.baumannii	0.05117	0.00075	0.00014	0.00019	0.0039	0	0	0.00972	0	0.01083	0	0	0	0.0026	3.00E-05	0	0.02119	8.00E-05	0	0	0.00438	0.00333	0.00607	0	0.01969	0.00193	0	0.02904	8.00E-05	0	0.00311	0.00213	0.01027	0.02572	0.0061	0.00877	0	0	0.00482	0	0	0.0105	0.00077	0	0	0.00379	0.00109	0.00481	0.03337	0.02301	0.03623	0	0.02561	0.0245	0.01202	0.02403	0.00011	0.02297	0	0.00783	0	1.00E-05
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.baylyi	0	2.00E-04	0	0	0.00176	0.00562	0	0	0	0	0	0	0	0.00219	0	0	0.00238	1.00E-05	0	0	0	0	0	0	0.00238	7.00E-04	0	0	1.00E-05	0	0	0.00105	0	0	0	0	0	0	0	0	0	0.00326	0	0	0	0	0	0	0.00746	0.002	0	0	0.01069	0.00335	0.00269	0.00485	0	0.0061	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.bereziniae	0	0	0	9.00E-05	0.00685	0	0	0	0	0	0	0	0.00101	0.00103	0	0	0	3.00E-05	0	0	0	0	0	0	0.00248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00229	0	0	0	0	7.00E-04	0.00094	0.00354	0.00129	0	0	0.00534	0	0	0.00384	0	0	0	0	2.00E-05	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.bouvetii	0	0	4.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00049	0	0	0	0	0	0	0.00262	0	1.00E-05	0	0	0	0	0	0	0.00186	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00206	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.calcoaceticus	0	0	0	0	0.00357	0	0	0	0.00192	0	0.00069	0.00421	0.00057	0.00161	1.00E-05	0.00203	0.0048	2.00E-05	0.00469	0.00045	0	0.00101	0.00288	0	0.00238	0.00141	0.00247	0.00536	0	0	0.00069	0	0.00626	0	0	0	0	0	0	0	0	0	0.00011	0	0.00037	0.00055	0	0	0.00253	0.00307	0	0.00367	0	0	0	0.01485	0.00024	0	1.00E-04	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.chinensis	0	0	8.00E-05	0	0	0	0	0	0	0	0	0.00111	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131	0	0.00189	0	0	0	0	0	0	0	0	6.00E-04	0	0	0.00277	0	0	0	0.00346	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.cumulans	0	0	3.00E-05	0.00011	0.00355	0	0	0.00393	0.00194	0	0	0.00086	0	0.00296	0	0	0.00244	2.00E-05	0.00162	0	0	0.00103	0	0.02231	0.00484	0	0	0	0	0	0	0	0	0	0.00237	0	0.00333	0.00185	0	0	0	0	0	0	0	0	0.00058	0	0.00761	0	0	0	0	0	0	0.00248	0.00031	0	1.00E-04	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.defluvii	0	0	4.00E-05	0.00017	0	0	0	0	0	0	0	0	0	0.00232	0	0.00205	0.00261	0	0	0	0	0	0	0	0	0	0	0.00548	2.00E-05	0	0	0	0	0	0.00121	0.00378	0	0	0	0	0.00528	0.00179	0.00012	0	0	0.00119	0	0	0.00134	0	0	0	0	0.00346	0	0.00266	6.00E-05	0	0.00012	0.00054	0	1.00E-05
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.dispersus	0	0	0	2.00E-04	0	0	0	0	0	0	0	0	0	0	0	0.00203	0	2.00E-05	0	0	0.00023	0.00033	0	0	0	0	0.00486	0	0	0	0	0	0	0	0	0	0	0.00367	0	0	0.00403	0.00163	0	0	0.00073	0	0	0	0	0	0	0	0.00267	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.equi	0	0	0.00014	0	0	0	0	0.00382	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0.00033	0	0	0.00475	0.00139	0	0.00533	1.00E-05	0	0	0	0	0	0.00211	0	0.00159	0	0	0	0	0	0	0	0.00146	0	0	0	0.0037	0.00299	0.01214	0	0.01054	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.gyllenbergii	0	0	0	5.00E-05	0.00176	0.01124	0	0.00193	0	0	0	0	0	0.00073	4.00E-05	0	0.00952	0	0	0	0.00024	0	0	0	0.00237	7.00E-04	0.00244	0.00535	0	0	0	0	0	0	0	0	0	0	0	0	0.00405	0.00163	0	0.00305	0	0	0	0	0.00373	0.002	0	0	0.00268	0	0	0.00486	6.00E-05	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.haemolyticus	0	0	0	6.00E-05	0.00377	0.00569	0	0	0.00224	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00076	0	0	0	0	0	0	0	0	0	0	0.0018	0	0.0017	0	0.00061	0	0.00076	0.00412	0.00434	0	0	0.01675	0	0.00348	0.00277	0.00019	0	0	0.00318	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.indicus	0.00361	0.00022	0	0	0.00913	0	0.00085	0	0.00207	0.00371	0	0	0	0.00305	1.00E-05	0	0.00257	2.00E-05	0	0.00054	0	0.00035	0.00297	0	0	0	0	0.00545	1.00E-05	0	0.00051	0	0.00329	0.00908	0	0	0	0	0	0	0	0.00177	0.00012	0.0016	0	0	6.00E-04	0	0.01448	0.00106	0	0.00407	0.01521	0.00343	0	0.00522	0	0	0.00012	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.junii	0	0	0	0.00011	0.00368	0.00575	0	0	0.01059	0	0	0.00199	0	0.00388	0	0.00204	0.00258	0	0.00702	0	0	0.00071	0	0	0	0	0.00275	0.01641	0	0	0.00117	0	0	0.027	0	0.00189	0	0	0	0	0	0.00876	0	0	0	0.00059	0.00059	0.00074	0.00531	0.00105	0.00615	0	0.00935	0	0	0.00265	0.00019	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.lactucae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00277	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.lanii	0	0	0	0	0.00176	0	0.00077	0	0	0	0	0	0	0.00218	1.00E-05	0	0	1.00E-05	0	0	0	0.001	0.00286	0	0	0	0	0.00534	0	0	0.00033	0.00035	0.00306	0	0	0	0.00161	0	0	0	0	0	0.00011	0	0	0.00056	0	0	0.00372	0.001	0.00607	0	0	0	0	0.00242	6.00E-05	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.larvae	0	0	7.00E-05	0	0.00175	0	0	0	0	0	0	0	0	0.00144	2.00E-05	0	0	1.00E-05	0	0.00085	1.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00646	0	0	0	0.00109	0	0	0.00246	0.00596	0	0	0.0026	0.00333	0	0.00239	0	0	0	0.00104	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.nosocomialis	0	0	0	0.00011	0.00196	0	0	0	0	0	0	0.00116	0	0	1.00E-05	0	0	1.00E-05	0	0	0	0.00035	0.00294	0	0	0.00226	0.00261	0	0	0	0.00043	0.00045	0.00357	0	0	0.00373	0.00171	0	0	0	0	0.00281	0	0	0.00039	0	0.00174	0	0	0	0	0	0.00882	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.oleivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00182	0	0	0	0	0	0	0	0.00564	0	0	0	0	0	0.00345	0	0	0.0019	0	0	0	0	0	0.00177	0	0	0	0	0	0.00075	0.00407	0.00106	0	0	0.00647	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.piscicola	0	0.00011	0	0	0	0	0	0	0.00205	0.00734	0	0	0	0.00076	0	0	0	1.00E-05	0	0	0	0	0	0	0	0.0015	0.00266	0.01088	1.00E-05	0	0	0	0	0.00903	0	0.00187	0	0.00188	0	0	0	0.00349	6.00E-05	0	4.00E-04	0	0	0.00073	0.01306	0.00209	0.00614	0	0.00598	0.00342	0.0171	0.00259	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.pittii	0	0.00041	0.00012	0	0.00561	0.00578	0	0	0	0	0.0019	0	0	0.00372	5.00E-05	0	0	3.00E-05	0	0	0	6.00E-04	0	0	0.00748	0.00203	0	0	0	0	0.00076	0	0.01194	0	0.0022	0	0	0	0	0	0.01918	0	9.00E-05	0	0	0	0	0.0028	0.00832	0.002	0	0.00723	0	0	0	0.00905	0.00029	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.pseudolwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00521	0	0	0.00437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.radioresistens	0	1.00E-04	0	5.00E-05	0.00355	0	0	0	0	0	0	0	0.00058	0.00369	0	0	0.00483	1.00E-05	0	0.00047	0	0.00101	0	0	0	0	0.00251	0	0	0	0.00034	0	0	0	0	0.00369	0.00328	0	0	0	0	0.00331	0	0	0.00037	0	0.00057	0	0.00126	0	0	0.0037	0.00275	0.00337	0	0	0	0.01245	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.seifertii	0	0	7.00E-05	0	0.00752	0	0	0	0.00199	0	0	0	6.00E-04	0	0	0	0.00742	2.00E-05	0	0	0	0	0	0	0.00482	0	0.00257	0.0054	1.00E-05	0	0.00042	0	0	0	0	0	0	0	0	0	0.00606	0	0	0.00157	0	0.00057	0	0	0.00666	0.00228	0	0	0	0	0	0.00528	6.00E-05	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.shaoyimingii	0.00345	1.00E-04	0	0	0	0.00562	0	0	0	0	0	0	0	0	2.00E-05	0	0	1.00E-05	0	0	0	0	0	0.02223	0	0	0	0	0	0	0.00033	0	0	0	0	0	0	0	0	0.00206	0.00396	0.00486	0	0	0.00109	0	0.00056	7.00E-04	0.00987	0	0	0.00353	0.00263	0	0	0.00961	6.00E-05	0	0	0.00052	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.soli	0	0	0.00011	5.00E-05	0	0	0	0.00197	0	0.00358	0	0.00086	0	0.00148	2.00E-05	0	0	1.00E-05	0	0.00046	0.00014	0.00034	0	0	0	0.00071	0	0	1.00E-05	0	0.00067	0.00106	0.00314	0	0	0	0	0	0	0	0	0	6.00E-05	0	0	0.0011	0	0	0.00253	0.00709	0	0.00375	0	0	0	0.00249	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.sp..10FS3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	2.00E-05	0	0	0	0.00113	0	0	0.00506	0.00082	0	0	0	0	0.00098	0	0	0	0.00121	0	0.00411	0	0	0	0	0.00192	0.00013	0	0	0	0.00185	0	0.00142	0.00334	0.01244	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.sp..ACNIH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00182	0	0	0.00215	0	0	0	0	0	0.00618	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.sp..ACNIH2	0	0	0	0.00017	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0.01277	0	0	0	0	0.00164	0	0	0	0	0	0	0	0	0.00235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00162	0.00061	0.00074	0.00192	0.00177	0	0	0	0	0	0.01635	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.sp..ASP199	0	0	0	0	0	0	0	0.00202	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0.00071	0	0	0	0	0	0	0	0	0	0	0.00467	0.00893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01171	0	0	0	0.00295	0	0	0.00512	0.00012	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.sp..BHS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00327	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.sp..C16S1	0	0	0	0	0.00193	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00196	0	0.00172	0	0	0	7.00E-05	0	0	0.00058	0	0.00078	0.00703	0.00218	0	0	0	0.00356	0	0	6.00E-05	0	0	0.0016	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.sp..Colony158	0	0	0	0	0	0	0	0	0	0	0	0.00245	0	0	0	0	0	0	0	0	0	0	0	0	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0.00228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.sp..CS-2	0.00372	0.00011	0	0	0	0.0114	0.00085	0.00211	0	0.00368	0	0	0	0	0	0	0.00262	0	0	0	0.00021	0	0	0	0	0	0.00282	0.02136	0	0	0	0	0.00782	0	0	0.00262	0	0	0	0	0	0	6.00E-05	0	0	0.00188	0	0.00149	0.00538	0.00108	0	0	0.0064	0	0	0	6.00E-05	0.00695	0.00013	0.00055	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.sp..F9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00E-05	0	0	0	0	0	0	0	0.00553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00E-05	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.sp..FDAARGOS_724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00247	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00671	0	0	0	0	0	0	0	1.00E-04	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.sp..LoGeW2-3	0	0	0	5.00E-05	0	0	0	0	0	0	0	0	0	0.00095	1.00E-05	0	0	2.00E-05	0	0	0	0	0	0	0.00507	0.00071	0	0	0	0	7.00E-04	0	0	0	0	0	0	0	0	0	0	0.00349	0	0	0	0.0011	0	0	0.00379	0	0	0.00366	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.sp..LUNF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00808	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.sp..Marseille-Q1620	0	0	0	0.00015	0	0	0	0	0	0	0	0	0	0.00145	0	0	0.00469	2.00E-05	0	0.00042	0	0.00033	0	0	0	0	0.00476	0	0	0	0	0.00035	0	0.01756	0	0.00187	0	0	0	0	0.00776	0	6.00E-05	0.00151	0	0.00054	0	0	0.00369	0	0	0.0035	0.00521	0	0	0.00478	0.00012	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.sp..MYb10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00088	0	0	0	0	0	0	0	0	0.00027	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter.sp..NCu2D-2	0	0	4.00E-05	0	0.00188	0	0	0	0.00196	0	0	0.00174	0	0	2.00E-05	0.00205	0	0	0	0.00047	0	0.00034	0	0	0	0	0.00506	0	0	0	0	0.00074	0	0	0	0.00589	0	0	0	0	0	0	6.00E-05	0	0	0.00056	0	0	0.00127	0.00205	0	0	0.00566	0	0	0	0.00012	0	0	0	0	0
